Fecha,Mediciones 0 a 8,Mediciones 8 a 16,Mediciones 16 a 24,Estación
2020-03-01,19,,,parque-centenario
2020-03-01,,14,,parque-centenario
2020-03-01,,,25,parque-centenario
2020-03-02,15,,,parque-centenario
2020-03-02,,17,,parque-centenario
2020-03-02,,,25,parque-centenario
2020-03-03,16,,,parque-centenario
2020-03-03,,13,,parque-centenario
2020-03-03,,,19,parque-centenario
2020-03-04,13,,,parque-centenario
2020-03-04,,18,,parque-centenario
2020-03-04,,,17,parque-centenario
2020-03-05,10,,,parque-centenario
2020-03-05,,13,,parque-centenario
2020-03-05,,,17,parque-centenario
2020-03-06,12,,,parque-centenario
2020-03-06,,14,,parque-centenario
2020-03-06,,,21,parque-centenario
2020-03-07,11,,,parque-centenario
2020-03-07,,9,,parque-centenario
2020-03-07,,,24,parque-centenario
2020-03-08,15,,,parque-centenario
2020-03-08,,13,,parque-centenario
2020-03-08,,,31,parque-centenario
2020-03-09,21,,,parque-centenario
2020-03-09,,15,,parque-centenario
2020-03-09,,,15,parque-centenario
2020-03-10,10,,,parque-centenario
2020-03-10,,12,,parque-centenario
2020-03-10,,,13,parque-centenario
2020-03-11,11,,,parque-centenario
2020-03-11,,17,,parque-centenario
2020-03-11,,,17,parque-centenario
2020-03-12,16,,,parque-centenario
2020-03-12,,s/d,,parque-centenario
2020-03-12,,,56,parque-centenario
2020-03-13,18,,,parque-centenario
2020-03-13,,20,,parque-centenario
2020-03-13,,,35,parque-centenario
2020-03-14,11,,,parque-centenario
2020-03-14,,17,,parque-centenario
2020-03-14,,,15,parque-centenario
2020-03-15,10,,,parque-centenario
2020-03-15,,7,,parque-centenario
2020-03-15,,,12,parque-centenario
2020-03-16,19,,,parque-centenario
2020-03-16,,12,,parque-centenario
2020-03-16,,,16,parque-centenario
2020-03-17,11,,,parque-centenario
2020-03-17,,17,,parque-centenario
2020-03-17,,,14,parque-centenario
2020-03-18,9,,,parque-centenario
2020-03-18,,16,,parque-centenario
2020-03-18,,,19,parque-centenario
2020-03-19,13,,,parque-centenario
2020-03-19,,13,,parque-centenario
2020-03-19,,,21,parque-centenario
2020-03-20,22,,,parque-centenario
2020-03-20,,14,,parque-centenario
2020-03-20,,,19,parque-centenario
2020-03-21,14,,,parque-centenario
2020-03-21,,10,,parque-centenario
2020-03-21,,,18,parque-centenario
2020-03-22,14,,,parque-centenario
2020-03-22,,7,,parque-centenario
2020-03-22,,,11,parque-centenario
2020-03-23,6,,,parque-centenario
2020-03-23,,4,,parque-centenario
2020-03-23,,,10,parque-centenario
2020-03-24,6,,,parque-centenario
2020-03-24,,4,,parque-centenario
2020-03-24,,,15,parque-centenario
2020-03-25,6,,,parque-centenario
2020-03-25,,9,,parque-centenario
2020-03-25,,,8,parque-centenario
2020-03-26,6,,,parque-centenario
2020-03-26,,10,,parque-centenario
2020-03-26,,,8,parque-centenario
2020-03-27,6,,,parque-centenario
2020-03-27,,9,,parque-centenario
2020-03-27,,,13,parque-centenario
2020-03-28,8,,,parque-centenario
2020-03-28,,9,,parque-centenario
2020-03-28,,,20,parque-centenario
2020-03-29,6,,,parque-centenario
2020-03-29,,7,,parque-centenario
2020-03-29,,,18,parque-centenario
2020-03-30,9,,,parque-centenario
2020-03-30,,8,,parque-centenario
2020-03-30,,,6,parque-centenario
2020-03-31,3,,,parque-centenario
2020-03-31,,4,,parque-centenario
2020-03-31,,,6,parque-centenario
2020-04-01,3,,,parque-centenario
2020-04-01,,8,,parque-centenario
2020-04-01,,,12,parque-centenario
2020-04-02,4,,,parque-centenario
2020-04-02,,5,,parque-centenario
2020-04-02,,,8,parque-centenario
2020-04-03,7,,,parque-centenario
2020-04-03,,10,,parque-centenario
2020-04-03,,,12,parque-centenario
2020-04-04,6,,,parque-centenario
2020-04-04,,7,,parque-centenario
2020-04-04,,,16,parque-centenario
2020-04-05,13,,,parque-centenario
2020-04-05,,7,,parque-centenario
2020-04-05,,,16,parque-centenario
2020-04-06,11,,,parque-centenario
2020-04-06,,5,,parque-centenario
2020-04-06,,,9,parque-centenario
2020-04-07,8,,,parque-centenario
2020-04-07,,10,,parque-centenario
2020-04-07,,,14,parque-centenario
2020-04-08,14,,,parque-centenario
2020-04-08,,12,,parque-centenario
2020-04-08,,,15,parque-centenario
2020-04-09,20,,,parque-centenario
2020-04-09,,10,,parque-centenario
2020-04-09,,,11,parque-centenario
2020-04-10,16,,,parque-centenario
2020-04-10,,8,,parque-centenario
2020-04-10,,,7,parque-centenario
2020-04-11,6,,,parque-centenario
2020-04-11,,6,,parque-centenario
2020-04-11,,,11,parque-centenario
2020-04-12,11,,,parque-centenario
2020-04-12,,5,,parque-centenario
2020-04-12,,,12,parque-centenario
2020-04-13,9,,,parque-centenario
2020-04-13,,18,,parque-centenario
2020-04-13,,,12,parque-centenario
2020-04-14,7,,,parque-centenario
2020-04-14,,10,,parque-centenario
2020-04-14,,,13,parque-centenario
2020-04-15,8,,,parque-centenario
2020-04-15,,10,,parque-centenario
2020-04-15,,,20,parque-centenario
2020-04-16,18,,,parque-centenario
2020-04-16,,20,,parque-centenario
2020-04-16,,,30,parque-centenario
2020-04-17,18,,,parque-centenario
2020-04-17,,11,,parque-centenario
2020-04-17,,,24,parque-centenario
2020-04-18,12,,,parque-centenario
2020-04-18,,7,,parque-centenario
2020-04-18,,,15,parque-centenario
2020-04-19,8,,,parque-centenario
2020-04-19,,5,,parque-centenario
2020-04-19,,,21,parque-centenario
2020-04-20,20,,,parque-centenario
2020-04-20,,24,,parque-centenario
2020-04-20,,,30,parque-centenario
2020-04-21,16,,,parque-centenario
2020-04-21,,11,,parque-centenario
2020-04-21,,,10,parque-centenario
2020-04-22,12,,,parque-centenario
2020-04-22,,14,,parque-centenario
2020-04-22,,,12,parque-centenario
2020-04-23,8,,,parque-centenario
2020-04-23,,13,,parque-centenario
2020-04-23,,,20,parque-centenario
2020-04-24,7,,,parque-centenario
2020-04-24,,20,,parque-centenario
2020-04-24,,,18,parque-centenario
2020-04-25,13,,,parque-centenario
2020-04-25,,10,,parque-centenario
2020-04-25,,,9,parque-centenario
2020-04-26,5,,,parque-centenario
2020-04-26,,5,,parque-centenario
2020-04-26,,,6,parque-centenario
2020-04-27,4,,,parque-centenario
2020-04-27,,11,,parque-centenario
2020-04-27,,,11,parque-centenario
2020-04-28,6,,,parque-centenario
2020-04-28,,10,,parque-centenario
2020-04-28,,,14,parque-centenario
2020-04-29,8,,,parque-centenario
2020-04-29,,11,,parque-centenario
2020-04-29,,,18,parque-centenario
2020-04-30,12,,,parque-centenario
2020-04-30,,16,,parque-centenario
2020-04-30,,,23,parque-centenario
2020-05-01,24,,,parque-centenario
2020-05-01,,10,,parque-centenario
2020-05-01,,,13,parque-centenario
2020-05-02,13,,,parque-centenario
2020-05-02,,11,,parque-centenario
2020-05-02,,,10,parque-centenario
2020-05-03,6,,,parque-centenario
2020-05-03,,5,,parque-centenario
2020-05-03,,,19,parque-centenario
2020-05-04,12,,,parque-centenario
2020-05-04,,20,,parque-centenario
2020-05-04,,,20,parque-centenario
2020-05-05,8,,,parque-centenario
2020-05-05,,11,,parque-centenario
2020-05-05,,,13,parque-centenario
2020-05-06,8,,,parque-centenario
2020-05-06,,15,,parque-centenario
2020-05-06,,,22,parque-centenario
2020-05-07,19,,,parque-centenario
2020-05-07,,19,,parque-centenario
2020-05-07,,,27,parque-centenario
2020-05-08,20,,,parque-centenario
2020-05-08,,19,,parque-centenario
2020-05-08,,,17,parque-centenario
2020-05-09,7,,,parque-centenario
2020-05-09,,14,,parque-centenario
2020-05-09,,,17,parque-centenario
2020-05-10,8,,,parque-centenario
2020-05-10,,10,,parque-centenario
2020-05-10,,,29,parque-centenario
2020-05-11,10,,,parque-centenario
2020-05-11,,14,,parque-centenario
2020-05-11,,,25,parque-centenario
2020-05-12,23,,,parque-centenario
2020-05-12,,20,,parque-centenario
2020-05-12,,,28,parque-centenario
2020-05-13,29,,,parque-centenario
2020-05-13,,23,,parque-centenario
2020-05-13,,,17,parque-centenario
2020-05-14,15,,,parque-centenario
2020-05-14,,27,,parque-centenario
2020-05-14,,,28,parque-centenario
2020-05-15,14,,,parque-centenario
2020-05-15,,23,,parque-centenario
2020-05-15,,,31,parque-centenario
2020-05-16,15,,,parque-centenario
2020-05-16,,19,,parque-centenario
2020-05-16,,,26,parque-centenario
2020-05-17,14,,,parque-centenario
2020-05-17,,16,,parque-centenario
2020-05-17,,,17,parque-centenario
2020-05-18,6,,,parque-centenario
2020-05-18,,16,,parque-centenario
2020-05-18,,,23,parque-centenario
2020-05-19,9,,,parque-centenario
2020-05-19,,18,,parque-centenario
2020-05-19,,,33,parque-centenario
2020-05-20,13,,,parque-centenario
2020-05-20,,25,,parque-centenario
2020-05-20,,,37,parque-centenario
2020-05-21,12,,,parque-centenario
2020-05-21,,14,,parque-centenario
2020-05-21,,,11,parque-centenario
2020-05-22,6,,,parque-centenario
2020-05-22,,16,,parque-centenario
2020-05-22,,,15,parque-centenario
2020-05-23,7,,,parque-centenario
2020-05-23,,11,,parque-centenario
2020-05-23,,,24,parque-centenario
2020-05-24,20,,,parque-centenario
2020-05-24,,13,,parque-centenario
2020-05-24,,,15,parque-centenario
2020-05-25,5,,,parque-centenario
2020-05-25,,6,,parque-centenario
2020-05-25,,,9,parque-centenario
2020-05-26,9,,,parque-centenario
2020-05-26,,19,,parque-centenario
2020-05-26,,,28,parque-centenario
2020-05-27,14,,,parque-centenario
2020-05-27,,17,,parque-centenario
2020-05-27,,,21,parque-centenario
2020-05-28,14,,,parque-centenario
2020-05-28,,20,,parque-centenario
2020-05-28,,,30,parque-centenario
2020-05-29,17,,,parque-centenario
2020-05-29,,20,,parque-centenario
2020-05-29,,,27,parque-centenario
2020-05-30,24,,,parque-centenario
2020-05-30,,13,,parque-centenario
2020-05-30,,,10,parque-centenario
2020-05-31,4,,,parque-centenario
2020-05-31,,6,,parque-centenario
2020-05-31,,,13,parque-centenario
2020-06-01,11,,,parque-centenario
2020-06-01,,17,,parque-centenario
2020-06-01,,,26,parque-centenario
2020-06-02,28,,,parque-centenario
2020-06-02,,26,,parque-centenario
2020-06-02,,,31,parque-centenario
2020-06-03,20,,,parque-centenario
2020-06-03,,38,,parque-centenario
2020-06-03,,,39,parque-centenario
2020-06-04,16,,,parque-centenario
2020-06-04,,30,,parque-centenario
2020-06-04,,,33,parque-centenario
2020-06-05,25,,,parque-centenario
2020-06-05,,24,,parque-centenario
2020-06-05,,,20,parque-centenario
2020-06-06,10,,,parque-centenario
2020-06-06,,13,,parque-centenario
2020-06-06,,,12,parque-centenario
2020-06-07,9,,,parque-centenario
2020-06-07,,10,,parque-centenario
2020-06-07,,,17,parque-centenario
2020-06-08,12,,,parque-centenario
2020-06-08,,18,,parque-centenario
2020-06-08,,,23,parque-centenario
2020-06-09,19,,,parque-centenario
2020-06-09,,39,,parque-centenario
2020-06-09,,,49,parque-centenario
2020-06-10,18,,,parque-centenario
2020-06-10,,28,,parque-centenario
2020-06-10,,,31,parque-centenario
2020-06-11,19,,,parque-centenario
2020-06-11,,20,,parque-centenario
2020-06-11,,,17,parque-centenario
2020-06-12,10,,,parque-centenario
2020-06-12,,27,,parque-centenario
2020-06-12,,,17,parque-centenario
2020-06-13,5,,,parque-centenario
2020-06-13,,10,,parque-centenario
2020-06-13,,,23,parque-centenario
2020-06-14,23,,,parque-centenario
2020-06-14,,19,,parque-centenario
2020-06-14,,,21,parque-centenario
2020-06-15,9,,,parque-centenario
2020-06-15,,13,,parque-centenario
2020-06-15,,,18,parque-centenario
2020-06-16,8,,,parque-centenario
2020-06-16,,15,,parque-centenario
2020-06-16,,,26,parque-centenario
2020-06-17,7,,,parque-centenario
2020-06-17,,14,,parque-centenario
2020-06-17,,,17,parque-centenario
2020-06-18,7,,,parque-centenario
2020-06-18,,12,,parque-centenario
2020-06-18,,,24,parque-centenario
2020-06-19,18,,,parque-centenario
2020-06-19,,18,,parque-centenario
2020-06-19,,,22,parque-centenario
2020-06-20,16,,,parque-centenario
2020-06-20,,16,,parque-centenario
2020-06-20,,,19,parque-centenario
2020-06-21,7,,,parque-centenario
2020-06-21,,11,,parque-centenario
2020-06-21,,,17,parque-centenario
2020-06-22,15,,,parque-centenario
2020-06-22,,16,,parque-centenario
2020-06-22,,,17,parque-centenario
2020-06-23,12,,,parque-centenario
2020-06-23,,16,,parque-centenario
2020-06-23,,,17,parque-centenario
2020-06-24,12,,,parque-centenario
2020-06-24,,19,,parque-centenario
2020-06-24,,,16,parque-centenario
2020-06-25,10,,,parque-centenario
2020-06-25,,s/d,,parque-centenario
2020-06-25,,,23,parque-centenario
2020-06-26,22,,,parque-centenario
2020-06-26,,23,,parque-centenario
2020-06-26,,,34,parque-centenario
2020-06-27,32,,,parque-centenario
2020-06-27,,25,,parque-centenario
2020-06-27,,,29,parque-centenario
2020-06-28,24,,,parque-centenario
2020-06-28,,27,,parque-centenario
2020-06-28,,,20,parque-centenario
2020-06-29,12,,,parque-centenario
2020-06-29,,14,,parque-centenario
2020-06-29,,,14,parque-centenario
2020-06-30,11,,,parque-centenario
2020-06-30,,24,,parque-centenario
2020-06-30,,,14,parque-centenario
2020-07-01,8,,,parque-centenario
2020-07-01,,15,,parque-centenario
2020-07-01,,,22,parque-centenario
2020-07-02,24,,,parque-centenario
2020-07-02,,21,,parque-centenario
2020-07-02,,,26,parque-centenario
2020-07-03,17,,,parque-centenario
2020-07-03,,21,,parque-centenario
2020-07-03,,,17,parque-centenario
2020-07-04,9,,,parque-centenario
2020-07-04,,18,,parque-centenario
2020-07-04,,,30,parque-centenario
2020-07-05,12,,,parque-centenario
2020-07-05,,10,,parque-centenario
2020-07-05,,,17,parque-centenario
2020-07-06,18,,,parque-centenario
2020-07-06,,21,,parque-centenario
2020-07-06,,,26,parque-centenario
2020-07-07,28,,,parque-centenario
2020-07-07,,20,,parque-centenario
2020-07-07,,,22,parque-centenario
2020-07-08,21,,,parque-centenario
2020-07-08,,33,,parque-centenario
2020-07-08,,,32,parque-centenario
2020-07-09,25,,,parque-centenario
2020-07-09,,12,,parque-centenario
2020-07-09,,,21,parque-centenario
2020-07-10,8,,,parque-centenario
2020-07-10,,13,,parque-centenario
2020-07-10,,,19,parque-centenario
2020-07-11,14,,,parque-centenario
2020-07-11,,23,,parque-centenario
2020-07-11,,,23,parque-centenario
2020-07-12,18,,,parque-centenario
2020-07-12,,11,,parque-centenario
2020-07-12,,,13,parque-centenario
2020-07-13,8,,,parque-centenario
2020-07-13,,13,,parque-centenario
2020-07-13,,,19,parque-centenario
2020-07-14,18,,,parque-centenario
2020-07-14,,21,,parque-centenario
2020-07-14,,,35,parque-centenario
2020-07-15,29,,,parque-centenario
2020-07-15,,24,,parque-centenario
2020-07-15,,,32,parque-centenario
2020-07-16,19,,,parque-centenario
2020-07-16,,24,,parque-centenario
2020-07-16,,,31,parque-centenario
2020-07-17,14,,,parque-centenario
2020-07-17,,16,,parque-centenario
2020-07-17,,,18,parque-centenario
2020-07-18,11,,,parque-centenario
2020-07-18,,26,,parque-centenario
2020-07-18,,,22,parque-centenario
2020-07-19,19,,,parque-centenario
2020-07-19,,20,,parque-centenario
2020-07-19,,,37,parque-centenario
2020-07-20,29,,,parque-centenario
2020-07-20,,27,,parque-centenario
2020-07-20,,,20,parque-centenario
2020-07-21,11,,,parque-centenario
2020-07-21,,19,,parque-centenario
2020-07-21,,,23,parque-centenario
2020-07-22,14,,,parque-centenario
2020-07-22,,22,,parque-centenario
2020-07-22,,,16,parque-centenario
2020-07-23,9,,,parque-centenario
2020-07-23,,17,,parque-centenario
2020-07-23,,,12,parque-centenario
2020-07-24,4,,,parque-centenario
2020-07-24,,12,,parque-centenario
2020-07-24,,,22,parque-centenario
2020-07-25,13,,,parque-centenario
2020-07-25,,13,,parque-centenario
2020-07-25,,,25,parque-centenario
2020-07-26,20,,,parque-centenario
2020-07-26,,11,,parque-centenario
2020-07-26,,,24,parque-centenario
2020-07-27,18,,,parque-centenario
2020-07-27,,17,,parque-centenario
2020-07-27,,,12,parque-centenario
2020-07-28,11,,,parque-centenario
2020-07-28,,16,,parque-centenario
2020-07-28,,,25,parque-centenario
2020-07-29,33,,,parque-centenario
2020-07-29,,34,,parque-centenario
2020-07-29,,,28,parque-centenario
2020-07-30,15,,,parque-centenario
2020-07-30,,14,,parque-centenario
2020-07-30,,,23,parque-centenario
2020-07-31,10,,,parque-centenario
2020-07-31,,21,,parque-centenario
2020-07-31,,,33,parque-centenario
2020-08-01,16,,,parque-centenario
2020-08-01,,17,,parque-centenario
2020-08-01,,,18,parque-centenario
2020-08-02,8,,,parque-centenario
2020-08-02,,12,,parque-centenario
2020-08-02,,,15,parque-centenario
2020-08-03,12,,,parque-centenario
2020-08-03,,18,,parque-centenario
2020-08-03,,,30,parque-centenario
2020-08-04,13,,,parque-centenario
2020-08-04,,15,,parque-centenario
2020-08-04,,,30,parque-centenario
2020-08-05,8,,,parque-centenario
2020-08-05,,27,,parque-centenario
2020-08-05,,,28,parque-centenario
2020-08-06,7,,,parque-centenario
2020-08-06,,14,,parque-centenario
2020-08-06,,,14,parque-centenario
2020-08-07,5,,,parque-centenario
2020-08-07,,19,,parque-centenario
2020-08-07,,,16,parque-centenario
2020-08-08,8,,,parque-centenario
2020-08-08,,13,,parque-centenario
2020-08-08,,,28,parque-centenario
2020-08-09,12,,,parque-centenario
2020-08-09,,9,,parque-centenario
2020-08-09,,,14,parque-centenario
2020-08-10,15,,,parque-centenario
2020-08-10,,11,,parque-centenario
2020-08-10,,,12,parque-centenario
2020-08-11,7,,,parque-centenario
2020-08-11,,17,,parque-centenario
2020-08-11,,,29,parque-centenario
2020-08-12,33,,,parque-centenario
2020-08-12,,26,,parque-centenario
2020-08-12,,,41,parque-centenario
2020-08-13,18,,,parque-centenario
2020-08-13,,34,,parque-centenario
2020-08-13,,,51,parque-centenario
2020-08-14,25,,,parque-centenario
2020-08-14,,18,,parque-centenario
2020-08-14,,,25,parque-centenario
2020-08-15,10,,,parque-centenario
2020-08-15,,11,,parque-centenario
2020-08-15,,,13,parque-centenario
2020-08-16,18,,,parque-centenario
2020-08-16,,12,,parque-centenario
2020-08-16,,,23,parque-centenario
2020-08-17,14,,,parque-centenario
2020-08-17,,10,,parque-centenario
2020-08-17,,,30,parque-centenario
2020-08-18,22,,,parque-centenario
2020-08-18,,30,,parque-centenario
2020-08-18,,,20,parque-centenario
2020-08-19,9,,,parque-centenario
2020-08-19,,15,,parque-centenario
2020-08-19,,,20,parque-centenario
2020-08-20,18,,,parque-centenario
2020-08-20,,16,,parque-centenario
2020-08-20,,,26,parque-centenario
2020-08-21,25,,,parque-centenario
2020-08-21,,20,,parque-centenario
2020-08-21,,,39,parque-centenario
2020-08-22,20,,,parque-centenario
2020-08-22,,16,,parque-centenario
2020-08-22,,,22,parque-centenario
2020-08-23,7,,,parque-centenario
2020-08-23,,7,,parque-centenario
2020-08-23,,,19,parque-centenario
2020-08-24,9,,,parque-centenario
2020-08-24,,16,,parque-centenario
2020-08-24,,,24,parque-centenario
2020-08-25,12,,,parque-centenario
2020-08-25,,22,,parque-centenario
2020-08-25,,,20,parque-centenario
2020-08-26,14,,,parque-centenario
2020-08-26,,23,,parque-centenario
2020-08-26,,,21,parque-centenario
2020-08-27,9,,,parque-centenario
2020-08-27,,20,,parque-centenario
2020-08-27,,,26,parque-centenario
2020-08-28,14,,,parque-centenario
2020-08-28,,19,,parque-centenario
2020-08-28,,,33,parque-centenario
2020-08-29,25,,,parque-centenario
2020-08-29,,17,,parque-centenario
2020-08-29,,,13,parque-centenario
2020-08-30,10,,,parque-centenario
2020-08-30,,9,,parque-centenario
2020-08-30,,,23,parque-centenario
2020-08-31,25,,,parque-centenario
2020-08-31,,24,,parque-centenario
2020-08-31,,,17,parque-centenario
2020-09-01,15,,,parque-centenario
2020-09-01,,17,,parque-centenario
2020-09-01,,,13,parque-centenario
2020-09-02,9,,,parque-centenario
2020-09-02,,18,,parque-centenario
2020-09-02,,,16,parque-centenario
2020-09-03,8,,,parque-centenario
2020-09-03,,20,,parque-centenario
2020-09-03,,,27,parque-centenario
2020-09-04,16,,,parque-centenario
2020-09-04,,17,,parque-centenario
2020-09-04,,,31,parque-centenario
2020-09-05,21,,,parque-centenario
2020-09-05,,15,,parque-centenario
2020-09-05,,,14,parque-centenario
2020-09-06,12,,,parque-centenario
2020-09-06,,8,,parque-centenario
2020-09-06,,,14,parque-centenario
2020-09-07,24,,,parque-centenario
2020-09-07,,14,,parque-centenario
2020-09-07,,,17,parque-centenario
2020-09-08,10,,,parque-centenario
2020-09-08,,27,,parque-centenario
2020-09-08,,,34,parque-centenario
2020-09-09,9,,,parque-centenario
2020-09-09,,24,,parque-centenario
2020-09-09,,,26,parque-centenario
2020-09-10,19,,,parque-centenario
2020-09-10,,17,,parque-centenario
2020-09-10,,,23,parque-centenario
2020-09-11,11,,,parque-centenario
2020-09-11,,16,,parque-centenario
2020-09-11,,,19,parque-centenario
2020-09-12,22,,,parque-centenario
2020-09-12,,9,,parque-centenario
2020-09-12,,,16,parque-centenario
2020-09-13,12,,,parque-centenario
2020-09-13,,15,,parque-centenario
2020-09-13,,,15,parque-centenario
2020-09-14,11,,,parque-centenario
2020-09-14,,15,,parque-centenario
2020-09-14,,,20,parque-centenario
2020-09-15,8,,,parque-centenario
2020-09-15,,12,,parque-centenario
2020-09-15,,,25,parque-centenario
2020-09-16,24,,,parque-centenario
2020-09-16,,23,,parque-centenario
2020-09-16,,,22,parque-centenario
2020-09-17,20,,,parque-centenario
2020-09-17,,27,,parque-centenario
2020-09-17,,,32,parque-centenario
2020-09-18,16,,,parque-centenario
2020-09-18,,19,,parque-centenario
2020-09-18,,,27,parque-centenario
2020-09-19,14,,,parque-centenario
2020-09-19,,9,,parque-centenario
2020-09-19,,,19,parque-centenario
2020-09-20,20,,,parque-centenario
2020-09-20,,7,,parque-centenario
2020-09-20,,,14,parque-centenario
2020-09-21,10,,,parque-centenario
2020-09-21,,21,,parque-centenario
2020-09-21,,,20,parque-centenario
2020-09-22,8,,,parque-centenario
2020-09-22,,12,,parque-centenario
2020-09-22,,,28,parque-centenario
2020-09-23,10,,,parque-centenario
2020-09-23,,18,,parque-centenario
2020-09-23,,,23,parque-centenario
2020-09-24,17,,,parque-centenario
2020-09-24,,17,,parque-centenario
2020-09-24,,,23,parque-centenario
2020-09-25,13,,,parque-centenario
2020-09-25,,27,,parque-centenario
2020-09-25,,,19,parque-centenario
2020-09-26,12,,,parque-centenario
2020-09-26,,17,,parque-centenario
2020-09-26,,,21,parque-centenario
2020-09-27,15,,,parque-centenario
2020-09-27,,7,,parque-centenario
2020-09-27,,,10,parque-centenario
2020-09-28,9,,,parque-centenario
2020-09-28,,15,,parque-centenario
2020-09-28,,,31,parque-centenario
2020-09-29,15,,,parque-centenario
2020-09-29,,14,,parque-centenario
2020-09-29,,,19,parque-centenario
2020-09-30,15,,,parque-centenario
2020-09-30,,14,,parque-centenario
2020-09-30,,,19,parque-centenario
2020-10-01,14,,,parque-centenario
2020-10-01,,21,,parque-centenario
2020-10-01,,,18,parque-centenario
2020-10-02,6,,,parque-centenario
2020-10-02,,10,,parque-centenario
2020-10-02,,,11,parque-centenario
2020-10-03,8,,,parque-centenario
2020-10-03,,9,,parque-centenario
2020-10-03,,,10,parque-centenario
2020-10-04,5,,,parque-centenario
2020-10-04,,5,,parque-centenario
2020-10-04,,,14,parque-centenario
2020-10-05,10,,,parque-centenario
2020-10-05,,12,,parque-centenario
2020-10-05,,,23,parque-centenario
2020-10-06,15,,,parque-centenario
2020-10-06,,16,,parque-centenario
2020-10-06,,,20,parque-centenario
2020-10-07,16,,,parque-centenario
2020-10-07,,21,,parque-centenario
2020-10-07,,,25,parque-centenario
2020-10-08,13,,,parque-centenario
2020-10-08,,13,,parque-centenario
2020-10-08,,,29,parque-centenario
2020-10-09,31,,,parque-centenario
2020-10-09,,15,,parque-centenario
2020-10-09,,,19,parque-centenario
2020-10-10,15,,,parque-centenario
2020-10-10,,10,,parque-centenario
2020-10-10,,,11,parque-centenario
2020-10-11,6,,,parque-centenario
2020-10-11,,5,,parque-centenario
2020-10-11,,,7,parque-centenario
2020-10-12,4,,,parque-centenario
2020-10-12,,6,,parque-centenario
2020-10-12,,,15,parque-centenario
2020-10-13,9,,,parque-centenario
2020-10-13,,15,,parque-centenario
2020-10-13,,,18,parque-centenario
2020-10-14,15,,,parque-centenario
2020-10-14,,29,,parque-centenario
2020-10-14,,,21,parque-centenario
2020-10-15,8,,,parque-centenario
2020-10-15,,18,,parque-centenario
2020-10-15,,,20,parque-centenario
2020-10-16,8,,,parque-centenario
2020-10-16,,11,,parque-centenario
2020-10-16,,,21,parque-centenario
2020-10-17,6,,,parque-centenario
2020-10-17,,14,,parque-centenario
2020-10-17,,,17,parque-centenario
2020-10-18,8,,,parque-centenario
2020-10-18,,10,,parque-centenario
2020-10-18,,,20,parque-centenario
2020-10-19,8,,,parque-centenario
2020-10-19,,17,,parque-centenario
2020-10-19,,,13,parque-centenario
2020-10-20,7,,,parque-centenario
2020-10-20,,13,,parque-centenario
2020-10-20,,,11,parque-centenario
2020-10-21,14,,,parque-centenario
2020-10-21,,10,,parque-centenario
2020-10-21,,,11,parque-centenario
2020-10-22,4,,,parque-centenario
2020-10-22,,15,,parque-centenario
2020-10-22,,,20,parque-centenario
2020-10-23,12,,,parque-centenario
2020-10-23,,21,,parque-centenario
2020-10-23,,,25,parque-centenario
2020-10-24,12,,,parque-centenario
2020-10-24,,18,,parque-centenario
2020-10-24,,,18,parque-centenario
2020-10-25,11,,,parque-centenario
2020-10-25,,10,,parque-centenario
2020-10-25,,,14,parque-centenario
2020-10-26,7,,,parque-centenario
2020-10-26,,10,,parque-centenario
2020-10-26,,,13,parque-centenario
2020-10-27,15,,,parque-centenario
2020-10-27,,14,,parque-centenario
2020-10-27,,,16,parque-centenario
2020-10-28,16,,,parque-centenario
2020-10-28,,17,,parque-centenario
2020-10-28,,,21,parque-centenario
2020-10-29,11,,,parque-centenario
2020-10-29,,10,,parque-centenario
2020-10-29,,,14,parque-centenario
2020-10-30,14,,,parque-centenario
2020-10-30,,18,,parque-centenario
2020-10-30,,,16,parque-centenario
2020-10-31,14,,,parque-centenario
2020-10-31,,14,,parque-centenario
2020-10-31,,,12,parque-centenario
2020-11-01,7,,,parque-centenario
2020-11-01,,6,,parque-centenario
2020-11-01,,,10,parque-centenario
2020-11-02,11,,,parque-centenario
2020-11-02,,12,,parque-centenario
2020-11-02,,,13,parque-centenario
2020-11-03,10,,,parque-centenario
2020-11-03,,10,,parque-centenario
2020-11-03,,,11,parque-centenario
2020-11-04,6,,,parque-centenario
2020-11-04,,10,,parque-centenario
2020-11-04,,,17,parque-centenario
2020-11-05,4,,,parque-centenario
2020-11-05,,9,,parque-centenario
2020-11-05,,,17,parque-centenario
2020-11-06,7,,,parque-centenario
2020-11-06,,14,,parque-centenario
2020-11-06,,,16,parque-centenario
2020-11-07,11,,,parque-centenario
2020-11-07,,10,,parque-centenario
2020-11-07,,,12,parque-centenario
2020-11-08,8,,,parque-centenario
2020-11-08,,6,,parque-centenario
2020-11-08,,,9,parque-centenario
2020-11-09,7,,,parque-centenario
2020-11-09,,11,,parque-centenario
2020-11-09,,,13,parque-centenario
2020-11-10,8,,,parque-centenario
2020-11-10,,10,,parque-centenario
2020-11-10,,,14,parque-centenario
2020-11-11,10,,,parque-centenario
2020-11-11,,14,,parque-centenario
2020-11-11,,,14,parque-centenario
2020-11-12,7,,,parque-centenario
2020-11-12,,15,,parque-centenario
2020-11-12,,,16,parque-centenario
2020-11-13,8,,,parque-centenario
2020-11-13,,13,,parque-centenario
2020-11-13,,,22,parque-centenario
2020-11-14,10,,,parque-centenario
